Code,Date,Open,High,Low,Close,Volume
XAO,20030102,2975.5,2997,2970.199951,2996.199951,0
XAO,20030103,2996.199951,3026.300049,2996.199951,3025.699951,0
XAO,20030106,3022.800049,3053.899902,3022.800049,3044.800049,0
XAO,20030107,3044.800049,3062,3039.300049,3043.199951,0
XAO,20030108,3043.199951,3054.5,3037.600098,3042.399902,0
XAO,20030109,3042.399902,3042.399902,3023,3035.600098,0
XAO,20030110,3035.600098,3049.5,3023.399902,3035,0
XAO,20030113,3035.100098,3048.899902,3031.100098,3042.5,0
XAO,20030114,3042.5,3056.699951,3037,3049,0
XAO,20030115,3049,3055.300049,3045.600098,3049.600098,0
XAO,20030116,3049.600098,3049.600098,3028.100098,3030.300049,0
XAO,20030117,3030.300049,3037.600098,3024.600098,3024.699951,0
XAO,20030120,3024.800049,3033.600098,3015.899902,3028.199951,0
XAO,20030121,3028.199951,3033.199951,3022.199951,3024.100098,0
XAO,20030122,3024.100098,3024.100098,2996.399902,2999.100098,0
XAO,20030123,2999.100098,2999.899902,2992.199951,2997.800049,0
XAO,20030124,2997.800049,3004.300049,2992.199951,3000.100098,0
XAO,20030128,3000.100098,3000.100098,2930.800049,2940.5,0
XAO,20030129,2940.5,2956.899902,2929.600098,2929.899902,0
XAO,20030130,2929.899902,2944.899902,2926.5,2943,0
XAO,20030131,2943,2943,2908.5,2935.399902,0
XAO,20030203,2936.5,2940.600098,2920.5,2920.5,0
XAO,20030204,2920.5,2945.5,2920.5,2926.100098,0
XAO,20030205,2926.100098,2926.100098,2893.199951,2898.300049,0
XAO,20030206,2898.300049,2899.699951,2868.199951,2868.199951,0
XAO,20030207,2868.199951,2886.100098,2864.300049,2886.100098,0
XAO,20030210,2886.100098,2886.100098,2864.199951,2870.199951,0
XAO,20030211,2870.199951,2879.199951,2856.300049,2860,0
XAO,20030212,2860,2875.800049,2855.100098,2867.100098,0
XAO,20030213,2867.100098,2867.100098,2818.100098,2820.5,0
XAO,20030214,2820.5,2820.5,2795.399902,2804.399902,0
XAO,20030217,2804.399902,2831.5,2804.399902,2829.5,0
XAO,20030218,2829.5,2843.800049,2826.399902,2828.899902,0
XAO,20030219,2828.899902,2857.399902,2828.899902,2849.899902,0
XAO,20030220,2849.899902,2849.899902,2806.5,2806.5,0
XAO,20030221,2806.5,2813.399902,2785.199951,2804.399902,0
XAO,20030224,2804.399902,2842.600098,2804.399902,2837.300049,353532400
XAO,20030225,2837.199951,2837.199951,2780.5,2780.5,452932200
XAO,20030226,2780.5,2804.199951,2778.899902,2804.199951,417568200
XAO,20030227,2802.899902,2802.899902,2774.5,2774.699951,531035200
XAO,20030228,2774.699951,2804.399902,2772.300049,2778.399902,625582400
XAO,20030303,2778.399902,2795.899902,2771.100098,2791.600098,303025800
XAO,20030304,2791.600098,2791.600098,2774.699951,2787,393401400
XAO,20030305,2787,2787,2749.699951,2749.699951,433362400
XAO,20030306,2749.699951,2761.399902,2747,2747,376456600
XAO,20030307,2747,2747,2712.199951,2715,349828400
XAO,20030310,2716.800049,2728.899902,2710.600098,2711.100098,277818400
XAO,20030311,2711.100098,2711.100098,2672.800049,2691.699951,542814700
XAO,20030312,2691.699951,2694.5,2672.300049,2687.100098,464793200
XAO,20030313,2687.100098,2687.100098,2666.300049,2673.300049,460620000
XAO,20030314,2673.300049,2731.699951,2673.300049,2724.199951,509821400
XAO,20030317,2724.199951,2732,2700.5,2711,388279400
XAO,20030318,2711,2804.5,2711,2804.399902,796941400
XAO,20030319,2804.399902,2826.600098,2801.5,2814.699951,466010200
XAO,20030320,2814.699951,2851,2814.699951,2835.800049,417251000
