Code,Date,Open,High,Low,Close,Volume
XAO,20050104,4051.100098,4062.300049,4048.600098,4060.699951,245286000
XAO,20050105,4060.600098,4060.600098,4030.600098,4043.399902,414356600
XAO,20050106,4041.5,4042.5,4030.300049,4033.300049,452616400
XAO,20050107,4036.899902,4068.399902,4036.899902,4062.800049,406344200
XAO,20050110,4063,4076,4057.899902,4071.699951,464202400
XAO,20050111,4073,4083.5,4070.300049,4070.300049,510558600
XAO,20050112,4071.5,4073.199951,4058.699951,4068.300049,463617400
XAO,20050113,4071.600098,4086.5,4067,4069.100098,542309400
XAO,20050114,4067,4068.399902,4056,4062.899902,501165000
XAO,20050117,4064.199951,4084,4064.199951,4079,500894200
XAO,20050118,4083.399902,4094.800049,4057.699951,4065.5,567539400
XAO,20050119,4069.600098,4081.800049,4043,4055.699951,617826400
XAO,20050120,4049.899902,4049.899902,4031.300049,4038.5,504458400
XAO,20050121,4037.899902,4048.399902,4036.699951,4046.399902,419230200
XAO,20050124,4046.199951,4054.600098,4044.399902,4047.600098,467250400
XAO,20050125,4052.899902,4069.699951,4052.199951,4056.399902,548450600
XAO,20050127,4062,4106,4061.5,4101.200195,579123000
XAO,20050128,4103.299805,4114.299805,4096.399902,4096.399902,803387800
XAO,20050131,4096.600098,4109,4094.600098,4106.700195,532522800
XAO,20050201,4112,4130.200195,4112,4127.200195,543535800
XAO,20050202,4136.200195,4146.299805,4135.200195,4141.200195,722175200
XAO,20050203,4143.399902,4153.700195,4141.899902,4146.299805,727974000
XAO,20050204,4143.399902,4159.700195,4137.700195,4156.200195,652793200
XAO,20050207,4159.5,4188.799805,4159.5,4182.899902,517638600
XAO,20050208,4183.700195,4183.899902,4163.799805,4172.299805,624117600
XAO,20050209,4172.600098,4180.200195,4158.100098,4163.200195,582456800
XAO,20050210,4162.399902,4164.200195,4148.100098,4160,565856600
XAO,20050211,4162.399902,4169.899902,4158,4160.799805,531677800
XAO,20050214,4165.799805,4177.799805,4136,4143,784032600
XAO,20050215,4142.799805,4150.299805,4132.700195,4136.299805,581859200
XAO,20050216,4146.200195,4158.799805,4137.899902,4142.799805,603488800
XAO,20050217,4147.799805,4160.100098,4141,4155,577841600
XAO,20050218,4152.899902,4156.399902,4141.700195,4151.799805,553882000
XAO,20050221,4156.600098,4158.600098,4152.799805,4153.600098,461054800
XAO,20050222,4155.299805,4159.5,4134,4138.399902,570898800
XAO,20050223,4136.100098,4136.100098,4101.600098,4103.299805,663886800
XAO,20050224,4103.200195,4120.600098,4086.699951,4086.699951,662382200
XAO,20050225,4092.600098,4121.299805,4091.899902,4116.399902,804740400
XAO,20050228,4118.799805,4159.200195,4118.799805,4156.5,594472600
XAO,20050301,4156.899902,4164.399902,4140.100098,4164.299805,729209200
XAO,20050302,4158.899902,4180.600098,4158.600098,4172.200195,627221400
XAO,20050303,4170.899902,4197.799805,4165.600098,4185.799805,580477200
XAO,20050304,4186,4209.799805,4186,4201.899902,503470800
XAO,20050307,4207.5,4227.200195,4207.399902,4218.600098,431017600
XAO,20050308,4213.299805,4225.700195,4213.200195,4223.299805,569777400
XAO,20050309,4224.5,4234.899902,4216,4223,741576800
XAO,20050310,4217.200195,4218.200195,4195.799805,4199.200195,639255000
XAO,20050311,4199.100098,4199.100098,4183.799805,4192.5,654882400
XAO,20050314,4192.399902,4220,4184.799805,4218.600098,450716800
XAO,20050315,4218.799805,4230.399902,4210.399902,4210.899902,542015200
XAO,20050316,4209.600098,4237.299805,4209.600098,4229.899902,702043000
XAO,20050317,4230,4232.899902,4209.700195,4217.299805,686323400
XAO,20050318,4222.799805,4242.299805,4222.5,4236.799805,643157200
XAO,20050321,4238,4255.799805,4238,4255.799805,466926200
XAO,20050322,4255.700195,4255.700195,4224.299805,4225.5,635035000
XAO,20050323,4219.200195,4219.200195,4164.600098,4164.600098,632125200
XAO,20050324,4158,4162.600098,4120.899902,4131.600098,745012600
XAO,20050329,4129.700195,4144.200195,4086.399902,4091.899902,552575800
XAO,20050330,4082.699951,4095,4051.5,4083.600098,677539800
XAO,20050331,4089.399902,4114.100098,4089.399902,4100.600098,632927200
XAO,20050401,4108,4129,4107.399902,4126.399902,566046200
XAO,20050404,4126.799805,4126.899902,4103,4109.200195,457262400
XAO,20050405,4109.700195,4117.200195,4101.600098,4117.200195,591562600
XAO,20050406,4118.200195,4138.399902,4098.5,4106.200195,582294600
XAO,20050407,4109.899902,4119.5,4103,4112.399902,507515200
XAO,20050408,4120.200195,4148.5,4120.200195,4148.5,494671000
XAO,20050411,4144.700195,4144.700195,4112,4115.799805,360786000
XAO,20050412,4113.799805,4123.399902,4111.600098,4123.399902,483109400
XAO,20050413,4124,4139.299805,4110,4115,598538600
XAO,20050414,4111.5,4111.5,4060.199951,4063.300049,607271000
XAO,20050415,4050.5,4050.5,3989.899902,3993.399902,780514000
XAO,20050418,3980.899902,3980.899902,3935.300049,3936.5,615494000
XAO,20050419,3944.100098,3996.399902,3944.100098,3996.399902,598253400
XAO,20050420,4003.899902,4032.100098,3993.300049,4001.899902,709521600
XAO,20050421,3993.800049,3993.899902,3966.300049,3988.600098,565770200
XAO,20050422,3996,4023.5,3996,4009.600098,601710000
XAO,20050426,4011.100098,4020.899902,3988.600098,3999.100098,522228200
XAO,20050427,3990.199951,3992.699951,3968.800049,3987.5,490895400
XAO,20050428,3979.899902,3982.800049,3967.399902,3975.300049,541112000
XAO,20050429,3966.100098,3966.100098,3930.399902,3943.100098,767976800
XAO,20050502,3949.899902,3973.100098,3949.600098,3969.199951,386861200
XAO,20050503,3972.899902,3987.600098,3931.800049,3943.600098,486142600
XAO,20050504,3945.699951,3945.699951,3894.399902,3905.5,637338400
XAO,20050505,3912.300049,3921.800049,3886,3915,648221200
XAO,20050506,3915.699951,3942.699951,3912.100098,3939.800049,510546000
XAO,20050509,3942.5,3965.5,3934.399902,3956.800049,467820600
XAO,20050510,3956.600098,3973.899902,3936.699951,3949.100098,639842000
XAO,20050511,3944.5,3959.899902,3935.100098,3958.600098,472350400
XAO,20050512,3957.800049,3979.199951,3955.5,3979.199951,594847000
XAO,20050513,3970.300049,3970.399902,3945.899902,3965.5,517373800
