Date,Open,High,Low,Close,Adj Close,Volume
1987-01-02,1477.400024,1487.300049,1472.900024,1486.900024,1486.900024,0
1987-01-05,1488.199951,1503.199951,1482.300049,1503.099976,1503.099976,0
1987-01-06,1502.900024,1524.599976,1502.300049,1523.099976,1523.099976,0
1987-01-07,1526.699951,1534.099976,1526.099976,1534.099976,1534.099976,0
1987-01-08,1533.599976,1533.699951,1526.900024,1529.599976,1529.599976,0
1987-01-09,1529.400024,1535.599976,1528.599976,1535.599976,1535.599976,0
1987-01-12,1538.400024,1550.099976,1538.400024,1549.699951,1549.699951,0
1987-01-13,1550.400024,1556.099976,1549.400024,1553.599976,1553.599976,0
1987-01-14,1552.699951,1552.699951,1525.500000,1526.000000,1526.000000,0
1987-01-15,1527.199951,1540.599976,1527.199951,1540.199951,1540.199951,0
1987-01-16,1542.900024,1545.500000,1528.800049,1531.699951,1531.699951,0
1987-01-19,1531.099976,1532.199951,1522.099976,1528.500000,1528.500000,0
1987-01-20,1528.699951,1534.199951,1526.000000,1534.099976,1534.099976,0
1987-01-21,1533.800049,1534.800049,1522.000000,1528.199951,1528.199951,0
1987-01-22,1528.900024,1535.599976,1528.500000,1534.699951,1534.699951,0
1987-01-23,1534.800049,1540.099976,1534.599976,1539.599976,1539.599976,0
1987-01-27,1539.699951,1539.800049,1531.199951,1533.500000,1533.500000,0
1987-01-28,1533.699951,1537.599976,1526.599976,1527.500000,1527.500000,0
1987-01-29,1527.699951,1528.199951,1512.500000,1513.900024,1513.900024,0
1987-01-30,1512.199951,1513.300049,1490.900024,1496.300049,1496.300049,0
1987-02-02,1496.400024,1496.400024,1477.900024,1486.699951,1486.699951,0
1987-02-03,1486.900024,1505.199951,1486.400024,1502.500000,1502.500000,0
1987-02-04,1502.099976,1513.199951,1499.099976,1512.900024,1512.900024,0
1987-02-05,1513.000000,1533.500000,1512.699951,1533.400024,1533.400024,0
1987-02-06,1533.199951,1539.199951,1533.000000,1539.199951,1539.199951,0
1987-02-09,1538.900024,1554.699951,1538.599976,1554.699951,1554.699951,0
1987-02-10,1555.099976,1559.699951,1552.000000,1553.699951,1553.699951,0
1987-02-11,1551.900024,1561.000000,1545.099976,1559.900024,1559.900024,0
1987-02-12,1559.800049,1575.099976,1559.800049,1574.800049,1574.800049,0
1987-02-13,1574.000000,1579.900024,1573.500000,1575.800049,1575.800049,0
1987-02-16,1575.000000,1583.900024,1573.400024,1573.900024,1573.900024,0
1987-02-17,1574.000000,1578.099976,1568.900024,1573.199951,1573.199951,0
1987-02-18,1573.300049,1579.400024,1572.599976,1578.699951,1578.699951,0
1987-02-19,1579.300049,1589.599976,1579.000000,1589.599976,1589.599976,0
1987-02-20,1587.699951,1605.599976,1587.300049,1605.300049,1605.300049,0
1987-02-23,1605.199951,1611.199951,1605.000000,1606.300049,1606.300049,0
1987-02-24,1606.199951,1606.199951,1595.199951,1597.900024,1597.900024,0
1987-02-25,1597.699951,1598.199951,1583.300049,1584.000000,1584.000000,0
1987-02-26,1585.599976,1595.199951,1585.599976,1593.000000,1593.000000,0
1987-02-27,1593.300049,1614.300049,1593.300049,1614.099976,1614.099976,0
1987-03-02,1613.800049,1624.199951,1613.000000,1622.900024,1622.900024,0
1987-03-03,1622.599976,1625.000000,1614.300049,1615.599976,1615.599976,0
1987-03-04,1615.099976,1625.099976,1612.800049,1624.300049,1624.300049,0
1987-03-05,1624.599976,1639.699951,1624.599976,1636.500000,1636.500000,0
1987-03-06,1636.000000,1647.000000,1635.300049,1646.599976,1646.599976,0
1987-03-09,1658.000000,1662.000000,1648.000000,1652.000000,1652.000000,0
1987-03-10,1640.599976,1640.800049,1632.599976,1635.300049,1635.300049,0
1987-03-11,1636.099976,1641.800049,1631.900024,1634.199951,1634.199951,0
1987-03-12,1633.900024,1635.000000,1622.400024,1625.699951,1625.699951,0
1987-03-13,1626.400024,1636.599976,1626.400024,1636.300049,1636.300049,0
1987-03-16,1632.599976,1634.699951,1628.500000,1629.099976,1629.099976,0
1987-03-17,1628.300049,1631.099976,1626.400024,1629.400024,1629.400024,0
1987-03-18,1630.099976,1639.199951,1629.400024,1639.199951,1639.199951,0
1987-03-19,1639.199951,1648.599976,1638.800049,1648.599976,1648.599976,0
1987-03-20,1648.599976,1653.300049,1647.800049,1652.199951,1652.199951,0
1987-03-23,1652.300049,1661.199951,1652.300049,1656.800049,1656.800049,0
1987-03-24,1656.699951,1664.400024,1656.599976,1663.800049,1663.800049,0
1987-03-25,1663.599976,1679.099976,1663.599976,1679.000000,1679.000000,0
1987-03-26,1679.800049,1690.900024,1679.400024,1690.099976,1690.099976,0
1987-03-27,1690.000000,1691.000000,1682.599976,1690.900024,1690.900024,0
1987-03-30,1691.699951,1711.900024,1691.699951,1711.500000,1711.500000,0
1987-03-31,1710.500000,1710.500000,1687.400024,1689.900024,1689.900024,0
1987-04-01,1689.900024,1701.900024,1678.199951,1691.099976,1691.099976,0
1987-04-02,1690.800049,1697.400024,1690.500000,1696.800049,1696.800049,0
1987-04-03,1697.500000,1721.500000,1697.300049,1721.500000,1721.500000,0
1987-04-06,1721.900024,1747.000000,1721.800049,1746.400024,1746.400024,0
1987-04-07,1747.300049,1762.300049,1747.099976,1755.099976,1755.099976,0
1987-04-08,1753.300049,1758.500000,1748.500000,1758.500000,1758.500000,0
1987-04-09,1759.500000,1771.599976,1758.199951,1771.199951,1771.199951,0
1987-04-10,1771.800049,1793.900024,1771.800049,1787.400024,1787.400024,0
1987-04-13,1787.400024,1800.000000,1787.400024,1799.699951,1799.699951,0
1987-04-14,1802.800049,1805.599976,1776.500000,1777.199951,1777.199951,0
1987-04-15,1783.000000,1790.000000,1762.199951,1764.800049,1764.800049,0
1987-04-16,1765.800049,1765.800049,1743.500000,1763.500000,1763.500000,0
1987-04-21,1764.300049,1766.900024,1761.800049,1763.300049,1763.300049,0
1987-04-22,1762.599976,1763.400024,1745.900024,1754.699951,1754.699951,0
1987-04-23,1754.099976,1754.400024,1740.099976,1743.300049,1743.300049,0
1987-04-24,1743.599976,1777.599976,1743.500000,1776.699951,1776.699951,0
1987-04-27,1777.099976,1806.199951,1776.900024,1799.900024,1799.900024,0
1987-04-28,1795.800049,1795.800049,1748.300049,1749.300049,1749.300049,0
1987-04-29,1751.300049,1769.400024,1750.000000,1756.800049,1756.800049,0
1987-04-30,1755.800049,1758.199951,1746.900024,1749.599976,1749.599976,0
1987-05-01,1749.699951,1757.300049,1749.400024,1753.300049,1753.300049,0
1987-05-04,1753.000000,1765.900024,1753.000000,1765.400024,1765.400024,0
1987-05-05,1765.300049,1791.099976,1764.599976,1790.599976,1790.599976,0
1987-05-06,1791.099976,1799.400024,1791.099976,1796.000000,1796.000000,0
1987-05-07,1796.000000,1823.300049,1796.000000,1823.300049,1823.300049,0
1987-05-08,1823.500000,1830.300049,1818.300049,1827.099976,1827.099976,0
1987-05-11,1826.000000,1829.300049,1818.699951,1820.599976,1820.599976,0
1987-05-12,1822.599976,1843.699951,1822.599976,1843.699951,1843.699951,0
1987-05-13,1844.000000,1854.500000,1844.000000,1849.199951,1849.199951,0
1987-05-14,1849.400024,1854.500000,1845.900024,1848.500000,1848.500000,0
1987-05-15,1847.199951,1854.199951,1845.900024,1848.500000,1848.500000,0
1987-05-18,1851.800049,1859.500000,1848.199951,1859.300049,1859.300049,0
1987-05-19,1858.000000,1858.099976,1832.500000,1838.699951,1838.699951,0
1987-05-20,1838.699951,1855.300049,1838.699951,1854.599976,1854.599976,0
1987-05-21,1854.199951,1854.199951,1840.000000,1842.900024,1842.900024,0
1987-05-22,1844.699951,1844.699951,1825.000000,1826.099976,1826.099976,0
1987-05-25,1825.500000,1828.099976,1800.699951,1802.300049,1802.300049,0
1987-05-26,1791.000000,1803.099976,1791.000000,1803.000000,1803.000000,0
1987-05-27,1763.099976,1763.699951,1755.800049,1756.699951,1756.699951,0
1987-05-28,1756.599976,1757.599976,1738.500000,1744.599976,1744.599976,0
1987-05-29,1745.699951,1771.300049,1745.199951,1770.800049,1770.800049,0
1987-06-01,1770.300049,1777.500000,1766.900024,1776.199951,1776.199951,0
1987-06-02,1775.199951,1775.199951,1758.300049,1758.300049,1758.300049,0
1987-06-03,1764.800049,1782.599976,1764.800049,1776.199951,1776.199951,0
1987-06-04,1775.800049,1775.800049,1763.300049,1772.400024,1772.400024,0
1987-06-05,1773.500000,1778.000000,1772.500000,1777.900024,1777.900024,0
1987-06-09,1778.000000,1781.500000,1774.000000,1781.500000,1781.500000,0
1987-06-10,1782.300049,1790.400024,1782.000000,1788.400024,1788.400024,0
1987-06-11,1788.199951,1804.400024,1788.199951,1803.599976,1803.599976,0
1987-06-12,1805.400024,1828.199951,1805.099976,1827.800049,1827.800049,0
1987-06-15,1826.699951,1827.000000,1812.099976,1818.400024,1818.400024,0
1987-06-16,1818.099976,1818.099976,1805.099976,1807.900024,1807.900024,0
1987-06-17,1807.900024,1807.900024,1800.800049,1802.800049,1802.800049,0
1987-06-18,1802.599976,1803.099976,1797.300049,1798.300049,1798.300049,0
1987-06-19,1801.599976,1801.599976,1798.099976,1798.099976,1798.099976,0
1987-06-22,1800.599976,1800.599976,1773.300049,1774.099976,1774.099976,0
1987-06-23,1772.300049,1773.900024,1741.599976,1742.000000,1742.000000,0
1987-06-24,1745.699951,1750.800049,1739.000000,1739.500000,1739.500000,0
1987-06-25,1741.500000,1747.199951,1740.099976,1742.900024,1742.900024,0
1987-06-26,1743.199951,1750.099976,1741.099976,1748.199951,1748.199951,0
1987-06-29,1751.199951,1764.400024,1751.000000,1761.900024,1761.900024,0
1987-06-30,1762.500000,1766.300049,1760.400024,1765.800049,1765.800049,0
1987-07-01,1765.500000,1774.400024,1764.900024,1774.000000,1774.000000,0
1987-07-02,1773.300049,1800.800049,1771.599976,1800.000000,1800.000000,0
1987-07-03,1799.699951,1834.900024,1799.699951,1833.699951,1833.699951,0
1987-07-06,1817.900024,1841.099976,1817.900024,1833.400024,1833.400024,0
1987-07-07,1833.699951,1862.900024,1833.699951,1862.800049,1862.800049,0
1987-07-08,1860.000000,1883.699951,1857.900024,1883.500000,1883.500000,0
1987-07-09,1887.400024,1912.900024,1886.400024,1898.599976,1898.599976,0
1987-07-10,1899.199951,1915.900024,1898.199951,1915.199951,1915.199951,0
1987-07-13,1916.599976,1932.199951,1916.599976,1930.699951,1930.699951,0
1987-07-14,1930.400024,1932.400024,1923.300049,1927.000000,1927.000000,0
1987-07-15,1926.800049,1934.400024,1926.800049,1934.199951,1934.199951,0
1987-07-16,1940.500000,1960.000000,1940.500000,1960.000000,1960.000000,0
1987-07-17,1963.000000,1977.599976,1962.699951,1975.400024,1975.400024,0
1987-07-20,1970.500000,1979.199951,1969.000000,1977.699951,1977.699951,0
1987-07-21,1976.500000,1982.099976,1972.300049,1973.300049,1973.300049,0
1987-07-22,1972.500000,1973.800049,1958.500000,1961.500000,1961.500000,0
1987-07-23,1963.599976,1985.300049,1963.599976,1984.900024,1984.900024,0
1987-07-24,1987.800049,1998.199951,1987.800049,1998.000000,1998.000000,0
1987-07-27,1996.900024,2001.900024,1994.699951,1998.099976,1998.099976,0
1987-07-28,1994.500000,1994.599976,1976.099976,1981.000000,1981.000000,0
1987-07-29,1982.900024,1999.900024,1982.900024,1999.900024,1999.900024,0
1987-07-30,2001.400024,2023.400024,2001.300049,2022.400024,2022.400024,0
1987-07-31,2035.000000,2036.300049,2027.199951,2030.199951,2030.199951,0
1987-08-03,2032.300049,2065.300049,2030.699951,2060.600098,2060.600098,0
