Date,Open,High,Low,Close,Adj Close,Volume
2020-03-02,6501.299805,6501.299805,6307.799805,6461.100098,6461.100098,1621386000
2020-03-03,6461.100098,6598.799805,6461.100098,6511.600098,6511.600098,1379263400
2020-03-04,6511.600098,6511.600098,6384.299805,6398.500000,6398.500000,1327885200
2020-03-05,6398.500000,6524.700195,6398.500000,6472.399902,6472.399902,1287172500
2020-03-06,6472.399902,6472.399902,6287.500000,6287.500000,6287.500000,1294802300
2020-03-09,6287.299805,6287.299805,5822.399902,5822.399902,5822.399902,2067890000
2020-03-10,5822.399902,5995.799805,5600.500000,5995.799805,5995.799805,2438605500
2020-03-11,5995.799805,6033.600098,5789.299805,5789.299805,5789.299805,2023522400
2020-03-12,5789.299805,5789.299805,5355.600098,5370.899902,5370.899902,2416880100
2020-03-13,5370.899902,5590.700195,4940.100098,5590.700195,5590.700195,2936470100
2020-03-16,5590.700195,5590.700195,5058.200195,5058.200195,5058.200195,2191019000
2020-03-17,5058.200195,5340.600098,5050.100098,5332.799805,5332.799805,2561325900
2020-03-18,5332.799805,5332.799805,4935.299805,4998.799805,4998.799805,2291827600
2020-03-19,4998.799805,5134.500000,4768.700195,4809.399902,4809.399902,2488643000
2020-03-20,4809.399902,5042.200195,4809.399902,4854.299805,4854.299805,2595237000
2020-03-23,4564.100098,4564.100098,4564.100098,4564.100098,4564.100098,1990000000
2020-03-24,4564.100098,4753.299805,4564.100098,4753.299805,4753.299805,1833386700
2020-03-25,4753.299805,5041.299805,4753.299805,5006.200195,5006.200195,1846893600
2020-03-26,5006.200195,5193.799805,5006.200195,5135.200195,5135.200195,1653819900
2020-03-27,5135.200195,5261.399902,4874.200195,4874.200195,4874.200195,2072977400
2020-03-30,4874.100098,5194.000000,4862.200195,5194.000000,5194.000000,1409217800
2020-03-31,5194.000000,5385.299805,5043.399902,5110.600098,5110.600098,2016956500
