Code,Date,Open,High,Low,Close,Volume
XAO,20080102,6418.600098,6462.799805,6408.399902,6434.100098,365493500
XAO,20080103,6422.700195,6422.700195,6335.799805,6372.600098,511702600
XAO,20080104,6387.700195,6421.200195,6355,6385.399902,627840800
XAO,20080107,6357.799805,6357.799805,6227.700195,6240.399902,692737000
XAO,20080108,6233.200195,6259.700195,6195.299805,6205.700195,772191800
XAO,20080109,6193.399902,6193.399902,6111.100098,6159.5,831426400
XAO,20080110,6160.200195,6176.299805,6121.200195,6147.299805,945102900
XAO,20080111,6154.600098,6164.299805,6054.399902,6054.399902,775853500
XAO,20080114,6040.600098,6073.299805,5970.600098,6040.899902,780197800
XAO,20080115,6041.600098,6102.100098,6005.700195,6019.799805,1087166200
XAO,20080116,6003.600098,6019.799805,5848.299805,5870.799805,1154147000
XAO,20080117,5877.899902,5904.299805,5847.899902,5857,1015367300
XAO,20080118,5803,5811.399902,5680.700195,5799.399902,1053399000
XAO,20080121,5789.299805,5790.200195,5630.899902,5630.899902,884125900
XAO,20080122,5569.100098,5569.100098,5222,5222,1709112600
XAO,20080123,5264.200195,5567.600098,5264.200195,5445.600098,1566250400
XAO,20080124,5480.899902,5605.799805,5479.100098,5605.799805,1250673900
XAO,20080125,5631.600098,5886.299805,5631.600098,5886.299805,1306141200
XAO,20080129,5887.899902,5887.899902,5737.299805,5754.5,1147654800
XAO,20080130,5780.700195,5871.399902,5661,5665.299805,953929700
XAO,20080131,5656.600098,5697,5507,5697,1110780800
XAO,20080201,5717.200195,5887.600098,5714.200195,5882.299805,890030700
XAO,20080204,5893.700195,6057.799805,5886.299805,5921.700195,865578100
XAO,20080205,5921.200195,5938.399902,5845.200195,5852.100098,761764900
XAO,20080206,5830.100098,5830.5,5677.600098,5677.600098,889175500
XAO,20080207,5675.799805,5682,5585.799805,5668.299805,834276400
XAO,20080208,5679,5767.200195,5677.399902,5723.899902,652258100
XAO,20080211,5728.200195,5729.5,5584.399902,5603.100098,679031500
XAO,20080212,5616.399902,5679.100098,5583.399902,5669.399902,885863400
XAO,20080213,5680.100098,5718.899902,5615.299805,5615.299805,933966400
