Code,Date,Open,High,Low,Close,Volume
XAO,20180102,6167.299805,6177.399902,6141.399902,6166,655733700
XAO,20180103,6166,6186.399902,6166,6175.299805,915028700
XAO,20180104,6175.299805,6206.600098,6175.299805,6185.399902,722438600
XAO,20180105,6185.399902,6232.100098,6185.399902,6229.700195,899363000
XAO,20180108,6229.700195,6251.100098,6229.700195,6236.5,596313600
XAO,20180109,6236.5,6254.100098,6236.5,6241.5,829384000
XAO,20180110,6241.5,6256.5,6205.200195,6205.899902,795037200
XAO,20180111,6205.899902,6206.299805,6163.899902,6176.200195,674137600
XAO,20180112,6176.200195,6192.600098,6176.200195,6176.799805,820251100
XAO,20180115,6176.799805,6210.399902,6176.799805,6187.700195,761793100
XAO,20180116,6187.700195,6189.200195,6156.100098,6165.899902,684812100
XAO,20180117,6165.899902,6165.899902,6131,6134.299805,747031600
XAO,20180118,6134.299805,6153.399902,6130.399902,6130.399902,785274800
XAO,20180119,6130.399902,6143.600098,6117.100098,6119.299805,768932100
XAO,20180122,6119.299805,6130.899902,6106.200195,6106.200195,619410600
XAO,20180123,6106.200195,6154.799805,6106.200195,6150.700195,673002000
XAO,20180124,6150.700195,6178.899902,6150.100098,6168.799805,703057000
XAO,20180125,6168.799805,6170.299805,6144.700195,6164.700195,731573000
XAO,20180129,6164.700195,6200.600098,6164.700195,6187.600098,1022351600
XAO,20180130,6187.600098,6187.600098,6130.799805,6135.299805,768204700
XAO,20180131,6135.299805,6151.799805,6103.899902,6146.5,979382900
XAO,20180201,6146.5,6201.700195,6146.5,6198.799805,915146800
XAO,20180202,6198.799805,6229.799805,6186.899902,6229.799805,711610700
XAO,20180205,6229.799805,6229.799805,6117.200195,6128.399902,959583200
XAO,20180206,6128.399902,6128.399902,5893.799805,5930.200195,1249153700
XAO,20180207,5930.200195,6039.899902,5930.200195,5981.5,1007323200
XAO,20180208,5981.5,5998.399902,5946.5,5995.200195,813200100
XAO,20180209,5995.200195,5995.200195,5887.299805,5937.5,867699100
XAO,20180212,5937.5,5939.100098,5893.100098,5919.700195,728159200
XAO,20180213,5919.700195,5962.100098,5916.700195,5957,775392200
XAO,20180214,5957,5968,5931.299805,5940,707420100
XAO,20180215,5940,6012.299805,5940,6008.700195,859222700
XAO,20180216,6008.700195,6037.5,6004.299805,6004.799805,745319600
XAO,20180219,6005.100098,6052.100098,5992.899902,6044,700634300
XAO,20180220,6044,6047,6019,6045.600098,772278200
XAO,20180221,6045.600098,6059.100098,6026.899902,6047.299805,768469200
XAO,20180222,6047.299805,6076,6036.899902,6057.700195,908923900
XAO,20180223,6057.700195,6108.100098,6057.700195,6105.200195,926859700
XAO,20180226,6105.200195,6146.100098,6105.200195,6146.100098,838647900
XAO,20180227,6146.100098,6184.600098,6146.100098,6159.299805,1078674700
XAO,20180228,6159.299805,6159.299805,6114.399902,6117.299805,1056646900
XAO,20180301,6117.299805,6117.299805,6061.200195,6075.700195,828455600
XAO,20180302,6075.700195,6075.700195,6004.200195,6028.399902,793000200
XAO,20180305,6028.399902,6028.399902,5988.100098,5996.399902,686425200
XAO,20180306,5996.399902,6077.399902,5996.399902,6061.5,799068700
XAO,20180307,6061.5,6061.5,5998.200195,6005.399902,800440400
XAO,20180308,6005.399902,6046.600098,6000.100098,6046.600098,1143533900
XAO,20180309,6046.600098,6082.200195,6046.100098,6069.100098,1007215800
XAO,20180312,6076.399902,6130.700195,6076.399902,6101.399902,726784000
XAO,20180313,6101.399902,6101.399902,6055.100098,6077.100098,803135200
XAO,20180314,6077.100098,6077.100098,6027.399902,6042.600098,934471900
XAO,20180315,6042.600098,6042.600098,6013.5,6027.600098,996189600
XAO,20180316,6027.600098,6058.799805,6027.600098,6054.899902,1434783400
XAO,20180319,6054.899902,6086.100098,6040.200195,6064.700195,665393800
XAO,20180320,6064.700195,6064.700195,6020.700195,6040.799805,705680400
XAO,20180321,6040.799805,6066.299805,6039.700195,6053.100098,828262900
XAO,20180322,6053.100098,6060.600098,6014.899902,6043.200195,769674800
XAO,20180323,6043.200195,6043.200195,5916.899902,5929,839819900
XAO,20180326,5929,5929,5881,5901.399902,711018000
XAO,20180327,5901.399902,5948.299805,5901.399902,5943.700195,874229500
XAO,20180328,5943.700195,5943.700195,5892.299805,5899.200195,794819600
XAO,20180329,5899.200195,5912.399902,5861.899902,5868.899902,950131000
XAO,20180403,5868.899902,5873.100098,5834,5859.100098,784069100
XAO,20180404,5859.100098,5870.299805,5836.200195,5863.700195,797284400
XAO,20180405,5863.700195,5905.299805,5863.700195,5888,616981700
XAO,20180406,5888,5897.200195,5860.799805,5886.899902,590627300
XAO,20180409,5886.899902,5911.200195,5868.899902,5904.700195,882821500
XAO,20180410,5904.700195,5951.799805,5883.700195,5951.799805,1283770700
XAO,20180411,5951.799805,5958.200195,5922.399902,5925.799805,1027759500
XAO,20180412,5925.799805,5932.200195,5898.100098,5911.399902,931988700
XAO,20180413,5911.399902,5940,5911.399902,5924.700195,910540200
XAO,20180416,5924.700195,5959.200195,5924.700195,5933,827766600
XAO,20180417,5933,5962.799805,5933,5934.299805,630529200
XAO,20180418,5934.299805,5959.200195,5934.299805,5956.299805,706697000
XAO,20180419,5956.299805,5996.299805,5956.299805,5976.399902,1198623400
XAO,20180420,5976.399902,5979.899902,5957.899902,5964.399902,720445400
XAO,20180423,5964.399902,5986.600098,5964.399902,5976,674547500
XAO,20180424,5976,6015.700195,5970,6009.399902,932775500
XAO,20180426,6009.200195,6027.600098,5996.399902,6003,983899700
XAO,20180427,6003,6042.899902,6003,6042.899902,841907600
XAO,20180430,6042.899902,6079.299805,6036.100098,6071.600098,852284800
XAO,20180501,6071.600098,6107.5,6067.899902,6100,956190200
XAO,20180502,6100,6139.700195,6096,6136.700195,1161729100
XAO,20180503,6136.700195,6197.899902,6136.700195,6187,1165215700
XAO,20180504,6187,6199,6154.799805,6155.399902,1375994400
XAO,20180507,6155.399902,6201.299805,6155.399902,6175.600098,666953300
XAO,20180508,6175.600098,6201.600098,6175.600098,6183.200195,922296100
XAO,20180509,6183.200195,6208.700195,6175.5,6204.399902,815122800
XAO,20180510,6204.399902,6240.799805,6204.399902,6215.899902,809863000
XAO,20180511,6215.899902,6238.700195,6215.899902,6216.399902,744645700
XAO,20180514,6216.399902,6235,6211.799805,6235,789958800
XAO,20180515,6235,6245.899902,6198.700195,6198.700195,811287000
XAO,20180516,6198.700195,6228.299805,6195.600098,6208.100098,1040890600
XAO,20180517,6208.100098,6220.5,6181.899902,6197.200195,798175500
XAO,20180518,6197.200195,6212.700195,6183.399902,6190.899902,642146500
XAO,20180521,6190.899902,6200.799805,6176.200195,6190.200195,675667800
XAO,20180522,6190.200195,6190.200195,6138.299805,6149.899902,674175500
XAO,20180523,6149.899902,6163.899902,6135.299805,6140.299805,773447800
XAO,20180524,6140.299805,6147.899902,6120.799805,6144.100098,782816900
XAO,20180525,6144.100098,6145.200195,6123.600098,6141,866687700
XAO,20180528,6141,6141,6103.799805,6113.600098,665813500
XAO,20180529,6113.600098,6132.899902,6104.600098,6121.700195,753634700
XAO,20180530,6121.700195,6121.700195,6072.600098,6093.799805,974972300
XAO,20180531,6093.799805,6132.399902,6093.799805,6123.5,1238942500
XAO,20180601,6123.5,6123.5,6086.799805,6104,879274600
XAO,20180604,6104,6149.200195,6104,6138.600098,750661000
XAO,20180605,6138.600098,6138.600098,6097,6108.5,932237000
XAO,20180606,6108.5,6138.299805,6108.5,6137.399902,995302600
XAO,20180607,6137.399902,6181.799805,6137.399902,6169.399902,2866711200
XAO,20180608,6169.399902,6172.799805,6153.200195,6156.799805,1920946100
XAO,20180612,6156.799805,6173.899902,6153.799805,6164.799805,1617021300
XAO,20180613,6164.799805,6164.799805,6121.5,6133.100098,939592800
XAO,20180614,6133.100098,6144.700195,6118.799805,6129.600098,1117865600
XAO,20180615,6129.600098,6211.200195,6129.600098,6205.299805,1487521300
XAO,20180618,6205.299805,6222.399902,6195.600098,6212.799805,952869500
XAO,20180619,6212.799805,6253.299805,6208.799805,6208.899902,937565600
XAO,20180620,6208.899902,6274.600098,6208.899902,6274.600098,989495300
XAO,20180621,6274.600098,6347.799805,6274.600098,6332.899902,1482337500
XAO,20180622,6332.899902,6341.600098,6314.5,6322.100098,854836300
XAO,20180625,6322.5,6347.5,6302.799805,6308.700195,846878100
XAO,20180626,6308.700195,6308.700195,6259.299805,6292.100098,838508500
XAO,20180627,6292.100098,6311.299805,6286.100098,6290.5,833964100
XAO,20180628,6290.5,6310.5,6273.399902,6305.799805,858838700
XAO,20180629,6305.799805,6322.100098,6289.700195,6289.700195,945344200
XAO,20180702,6289.700195,6315.5,6273.299805,6273.299805,700901700
XAO,20180703,6273.299805,6310,6273.299805,6302.799805,725921400
XAO,20180704,6302.799805,6306,6265.200195,6273.700195,760193600
XAO,20180705,6273.700195,6306,6272,6302.899902,688269000
XAO,20180706,6302.899902,6357.399902,6302.899902,6355.700195,734103000
XAO,20180709,6355.700195,6383.299805,6355.700195,6366.399902,614960000
XAO,20180710,6366.399902,6386.700195,6342.5,6342.799805,642544200
XAO,20180711,6342.799805,6342.799805,6296.200195,6300.200195,650889900
XAO,20180712,6300.200195,6360.399902,6295.100098,6349.799805,896670600
XAO,20180713,6349.799805,6368.100098,6334.799805,6351.899902,623786400
XAO,20180716,6351.200195,6358.700195,6320.899902,6326.700195,547729600
XAO,20180717,6326.700195,6326.700195,6285.700195,6288.399902,681787000
XAO,20180718,6288.399902,6340.700195,6288.399902,6329.100098,678114500
XAO,20180719,6329.100098,6363.700195,6329.100098,6355,714676200
XAO,20180720,6355,6387.399902,6347.799805,6377.399902,646845400
XAO,20180723,6377.399902,6377.399902,6319.100098,6320.100098,585870400
XAO,20180724,6320.100098,6358.5,6320.100098,6355.200195,657821300
XAO,20180725,6355.200195,6366.899902,6333.100098,6341.700195,750235200
XAO,20180726,6341.700195,6345.100098,6310.5,6337.600098,846643300
XAO,20180727,6337.600098,6394.299805,6337.600098,6391.5,926499300
XAO,20180730,6388.799805,6391.5,6352.600098,6368.799805,604176900
XAO,20180731,6368.799805,6386.100098,6358.899902,6366.200195,761182900
XAO,20180801,6366.200195,6379.299805,6357.799805,6362.100098,660391300
XAO,20180802,6362.100098,6363.5,6327.700195,6327.700195,1012063300
XAO,20180803,6327.700195,6358.899902,6323,6326.399902,981904900
XAO,20180806,6326.399902,6372.700195,6326.399902,6359,541106400
XAO,20180807,6359,6359,6333.299805,6340.799805,796079000
XAO,20180808,6340.799805,6365.5,6340.799805,6354.899902,791031500
XAO,20180809,6354.899902,6398.200195,6346.899902,6383.600098,740454800
XAO,20180810,6383.600098,6394.600098,6365.299805,6366.799805,599945300
XAO,20180813,6366.600098,6368.100098,6330.399902,6341.299805,611949300
XAO,20180814,6341.299805,6394.399902,6341.299805,6386.200195,740686000
XAO,20180815,6386.200195,6415.700195,6363.299805,6415.700195,827103100
XAO,20180816,6415.700195,6416.5,6369.799805,6412.600098,995114200
XAO,20180817,6412.600098,6433.899902,6404.700195,6426.200195,790706800
XAO,20180820,6425.799805,6447.299805,6425.799805,6435.100098,867087100
XAO,20180821,6435.100098,6436.5,6375,6383,701247000
XAO,20180822,6383,6383,6353.600098,6373.799805,936894500
XAO,20180823,6373.799805,6385.700195,6359.299805,6360.299805,1085950300
XAO,20180824,6360.299805,6384.399902,6350.600098,6357.899902,1112772600
XAO,20180827,6357.899902,6382.100098,6344.899902,6381.100098,778578700
XAO,20180828,6381.100098,6427.299805,6381.100098,6413.600098,914512200
XAO,20180829,6413.600098,6457,6412.5,6457,1054762000
XAO,20180830,6457,6481.299805,6457,6460.5,872040700
XAO,20180831,6460.5,6463.5,6427.799805,6427.799805,1010913300
XAO,20180903,6427.799805,6441.299805,6416.5,6416.5,641852100
XAO,20180904,6416.5,6421,6384.600098,6398.899902,666899200
XAO,20180905,6398.399902,6398.399902,6339.200195,6339.200195,926336200
XAO,20180906,6339.200195,6339.200195,6259,6267.799805,880060500
XAO,20180907,6267.799805,6267.799805,6211.600098,6252.299805,716402100
XAO,20180910,6252.299805,6262.299805,6233.600098,6249.700195,621015600
XAO,20180911,6249.700195,6291.100098,6247.899902,6287.600098,737145100
XAO,20180912,6287.600098,6288.899902,6263.100098,6283.899902,773179100
XAO,20180913,6283.899902,6283.899902,6238.799805,6239.899902,813646900
XAO,20180914,6239.899902,6283.799805,6239.899902,6276.299805,735360500
XAO,20180917,6275.5,6302.299805,6255.100098,6293.899902,747286500
XAO,20180918,6293.899902,6293.899902,6257.899902,6269.5,802634900
XAO,20180919,6269.5,6303.600098,6269.5,6297,914163600
XAO,20180920,6297,6303.200195,6270,6276.899902,1071196200
XAO,20180921,6276.899902,6315.700195,6276.899902,6305.399902,1496659900
XAO,20180924,6305.399902,6306.399902,6281.100098,6299.5,741909500
XAO,20180925,6299.5,6306.200195,6280.899902,6299.100098,850203600
XAO,20180926,6299.100098,6325.299805,6299,6307.799805,802728600
XAO,20180927,6307.799805,6312.700195,6296.5,6299.299805,1271189100
XAO,20180928,6299.299805,6348.399902,6299.299805,6325.5,949125800
