Date,Open,High,Low,Close,Adj Close,Volume
2020-06-01,5872.200195,5938.399902,5823.500000,5938.399902,5938.399902,1184008100
2020-06-02,5938.399902,5982.700195,5920.399902,5960.100098,5960.100098,1417716100
2020-06-03,5960.100098,6067.299805,5960.100098,6064.899902,6064.899902,1667446000
2020-06-04,6064.899902,6159.500000,6062.700195,6112.000000,6112.000000,1963276800
2020-06-05,6112.000000,6134.899902,6082.700195,6116.500000,6116.500000,1417835800
2020-06-09,6116.500000,6314.600098,6116.500000,6262.899902,6262.899902,1981579000
2020-06-10,6262.899902,6300.600098,6210.100098,6269.299805,6269.299805,1515742600
2020-06-11,6269.299805,6269.299805,6070.000000,6079.500000,6079.500000,1652638800
2020-06-12,6079.500000,6079.500000,5862.600098,5959.899902,5959.899902,2081144700
2020-06-15,5959.899902,5975.700195,5830.000000,5830.000000,5830.000000,1548717100
2020-06-16,5830.000000,6088.899902,5830.000000,6058.100098,6058.100098,1518264700
2020-06-17,6058.100098,6109.200195,6049.500000,6109.100098,6109.100098,1402229200
2020-06-18,6109.100098,6109.100098,6005.100098,6051.899902,6051.899902,1548327400
2020-06-19,6051.899902,6125.899902,6051.899902,6061.600098,6061.600098,2713131700
2020-06-22,6061.600098,6085.000000,5998.000000,6058.000000,6058.000000,1260127000
2020-06-23,6058.000000,6118.100098,5996.600098,6069.299805,6069.299805,1429935200
2020-06-24,6069.299805,6107.899902,6057.399902,6081.600098,6081.600098,1535707900
2020-06-25,6081.600098,6081.600098,5928.000000,5928.000000,5928.000000,1450842200
2020-06-26,5928.000000,6021.200195,5928.000000,6011.799805,6011.799805,1354586600
2020-06-29,6011.799805,6011.799805,5875.500000,5915.600098,5915.600098,1126709400
2020-06-30,5915.600098,6057.299805,5915.600098,6001.299805,6001.299805,1488430600
