Date,Open,High,Low,Close,Adj Close,Volume
2019-04-01,6261.700195,6315.600098,6261.700195,6299.700195,6299.700195,748302700
2019-04-02,6299.700195,6353.399902,6299.700195,6327.799805,6327.799805,846970200
2019-04-03,6327.799805,6372.600098,6327.799805,6368.700195,6368.700195,805939100
2019-04-04,6368.700195,6368.700195,6308.799805,6320.399902,6320.399902,854332100
2019-04-05,6320.399902,6320.399902,6258.799805,6270.600098,6270.600098,673938400
2019-04-08,6270.600098,6310.799805,6270.600098,6310.799805,6310.799805,705868600
2019-04-09,6310.799805,6322.700195,6298.700195,6315.500000,6315.500000,755990500
2019-04-10,6315.500000,6327.399902,6293.000000,6316.500000,6316.500000,659711500
2019-04-11,6316.500000,6316.500000,6280.000000,6294.100098,6294.100098,650656000
2019-04-12,6294.100098,6347.000000,6294.100098,6347.000000,6347.000000,665333000
2019-04-15,6347.000000,6355.299805,6334.899902,6347.899902,6347.899902,615012700
2019-04-16,6347.899902,6376.399902,6334.899902,6372.299805,6372.299805,692686300
2019-04-17,6372.299805,6378.600098,6342.899902,6350.299805,6350.299805,727115700
2019-04-18,6350.299805,6370.500000,6338.299805,6349.899902,6349.899902,730577800
2019-04-23,6349.899902,6412.399902,6349.899902,6411.100098,6411.100098,708244500
2019-04-24,6411.100098,6477.899902,6411.100098,6470.600098,6470.600098,849731600
2019-04-26,6470.600098,6476.000000,6450.700195,6473.200195,6473.200195,725378100
2019-04-29,6473.200195,6473.299805,6439.100098,6449.600098,6449.600098,660664800
2019-04-30,6449.600098,6449.600098,6408.299805,6418.399902,6418.399902,835955500
