Date,Open,High,Low,Close,Adj Close,Volume
2019-03-01,6252.700195,6291.799805,6249.100098,6273.799805,6273.799805,885954500
2019-03-04,6273.799805,6323.500000,6273.799805,6302.500000,6302.500000,765776300
2019-03-05,6302.500000,6302.500000,6258.399902,6281.399902,6281.399902,1018371400
2019-03-06,6281.399902,6327.500000,6281.399902,6326.799805,6326.799805,1022955000
2019-03-07,6326.799805,6350.799805,6324.899902,6344.200195,6344.200195,1026473800
2019-03-08,6344.200195,6344.200195,6286.899902,6287.100098,6287.100098,830298800
2019-03-11,6287.100098,6287.100098,6255.600098,6263.299805,6263.299805,698254700
2019-03-12,6263.299805,6305.500000,6260.600098,6260.600098,6260.600098,834689900
2019-03-13,6260.600098,6260.600098,6215.299805,6246.000000,6246.000000,901110400
2019-03-14,6246.000000,6266.799805,6240.500000,6266.799805,6266.799805,776555100
2019-03-15,6266.799805,6285.399902,6262.799805,6265.100098,6265.100098,1534457300
2019-03-18,6265.100098,6292.000000,6260.200195,6283.600098,6283.600098,802439900
2019-03-19,6283.600098,6296.799805,6265.799805,6276.600098,6276.600098,758351300
2019-03-20,6276.600098,6276.600098,6240.600098,6251.799805,6251.799805,947309900
2019-03-21,6251.799805,6257.100098,6221.100098,6253.500000,6253.500000,1111736800
2019-03-22,6253.500000,6311.399902,6253.500000,6280.899902,6280.899902,726847200
2019-03-25,6280.899902,6280.899902,6197.799805,6208.700195,6208.700195,800082000
2019-03-26,6208.700195,6222.899902,6199.700195,6213.100098,6213.100098,844586300
2019-03-27,6213.100098,6217.600098,6181.100098,6217.600098,6217.600098,859877200
2019-03-28,6217.399902,6256.500000,6195.700195,6256.500000,6256.500000,856347000
2019-03-29,6256.500000,6291.700195,6256.500000,6261.700195,6261.700195,1043330700
