Code,Date,Open,High,Low,Close,Volume
XAO,20190801,6896.700195,6896.700195,6864.799805,6871.899902,822450600
XAO,20190802,6871.899902,6871.899902,6826.799805,6846.100098,819880500
XAO,20190805,6846.100098,6846.100098,6710.299805,6710.600098,841768400
XAO,20190806,6710.600098,6710.600098,6508.700195,6546.5,1286135100
XAO,20190807,6546.5,6598.799805,6540.899902,6588.5,862509300
XAO,20190808,6588.5,6642.299805,6537.299805,6642.299805,977402500
XAO,20190809,6642.299805,6670.399902,6641.200195,6663.399902,882917000
XAO,20190812,6663.399902,6670.100098,6634.5,6670.100098,739232800
XAO,20190813,6670.100098,6672.5,6638.399902,6648.100098,992145600
XAO,20190814,6648.100098,6681,6638.600098,6677.5,1078230400
XAO,20190815,6677.5,6677.5,6488.299805,6490.799805,1148270200
XAO,20190816,6490.799805,6505.700195,6476.700195,6485.899902,1007042500
XAO,20190819,6485.899902,6552,6485.899902,6550.5,801290600
XAO,20190820,6550.5,6627.399902,6550.5,6627.399902,941414200
XAO,20190821,6627.399902,6627.399902,6554,6572.600098,923975100
XAO,20190822,6572.600098,6612,6572.600098,6593,863531900
XAO,20190823,6593,6617.700195,6586.299805,6614.299805,1003861400
XAO,20190826,6614.299805,6614.299805,6501.5,6531,1007879700
XAO,20190827,6531,6576.399902,6531,6565.600098,1221372000
XAO,20190828,6565.600098,6601.799805,6559.100098,6600.799805,990604400
XAO,20190829,6600.799805,6609,6575.100098,6605.700195,996237800
XAO,20190830,6605.700195,6706.700195,6605.700195,6698.200195,1211200000
