Code,Date,Open,High,Low,Close,Volume
XAO,20190102,5709.399902,5716.299805,5620.299805,5625.600098,439390900
XAO,20190103,5625.600098,5708.100098,5625.600098,5694.600098,554426700
XAO,20190104,5694.600098,5694.600098,5630.100098,5677,572016100
XAO,20190107,5677,5775.600098,5677,5744.5,543990200
XAO,20190108,5744.5,5793,5730,5783.299805,660913200
XAO,20190109,5783.299805,5841.399902,5783.299805,5838.399902,679356300
XAO,20190110,5838.399902,5854.799805,5817.100098,5853.899902,651778300
XAO,20190111,5853.899902,5867.399902,5834.799805,5834.799805,513356300
XAO,20190114,5834.799805,5862,5817.399902,5833.200195,469710200
XAO,20190115,5833.200195,5871.799805,5833.100098,5871.799805,606676200
XAO,20190116,5871.799805,5893.700195,5863.299805,5893.700195,689076100
XAO,20190117,5893.700195,5915.899902,5891.399902,5909.799805,628239100
XAO,20190118,5909.799805,5948.200195,5909.799805,5941.200195,595726800
XAO,20190121,5941.200195,5975.600098,5941.200195,5953.5,507831700
XAO,20190122,5953.5,5953.5,5917.5,5924.299805,490883600
XAO,20190123,5924.299805,5925.899902,5897.700195,5908.700195,648020900
XAO,20190124,5909.399902,5930.5,5905.799805,5930.5,692021800
XAO,20190125,5930.5,5979.899902,5929.399902,5971.100098,809421100
XAO,20190129,5971.200195,5973,5928.600098,5939.5,851154800
XAO,20190130,5939.5,5977.5,5932.799805,5951.200195,843884900
XAO,20190131,5951.200195,5978.799805,5937.299805,5937.299805,1117877000
