ACK,20101231,0.135,0.135,0.135,0.135,0
AGF,20101231,0.81,0.815,0.805,0.805,72000
AJA,20101231,0.33,0.335,0.33,0.33,948210
ALL,20101231,3,3.03,2.95,2.99,862114
AMP,20101231,5.33,5.33,5.28,5.29,1586922
ANZ,20101231,23.62,23.67,23.35,23.35,2824017
ASX,20101231,37.77,37.89,37.68,37.68,316865
AUN,20101231,0.965,0.97,0.955,0.955,641076
BFG,20101231,0.99,0.99,0.97,0.97,12500
BHP,20101231,45.78,45.78,45.25,45.25,3163962
BSL,20101231,2.27,2.29,2.25,2.25,3561259
BTT,20101231,2.89,2.89,2.86,2.86,1286
CBA,20101231,51.2,51.42,50.77,50.77,1269249
CGF,20101231,4.71,4.74,4.67,4.7,592381
CIR,20101231,0.57,0.57,0.57,0.57,5801
CMJ,20101231,3.1,3.15,3.07,3.12,447609
COH,20101231,81.6,81.81,80.35,80.41,83903
CPU,20101231,10.86,10.94,10.78,10.78,326040
CRZ,20101231,4.74,4.76,4.7,4.7,40216
CSL,20101231,36.79,36.8,36.1,36.29,933449
CSR,20101231,1.69,1.69,1.68,1.68,2452276
CWN,20101231,8.22,8.28,8.19,8.25,343980
DJS,20101231,4.48,4.48,4.45,4.46,359420
EEE,20101231,0.26,0.26,0.26,0.26,0
EPW,20101231,1.97,2,1.97,1.98,13599
FGL,20101231,5.68,5.71,5.68,5.68,2285212
FLT,20101231,24.95,25.065,24.78,24.78,77934
FMG,20101231,6.77,6.78,6.47,6.54,17920302
FXJ,20101231,1.4,1.405,1.38,1.4,6543106
FXL,20101231,1.43,1.43,1.43,1.43,84034
GFF,20101231,1.37,1.37,1.345,1.345,988093
HTA,20101231,0.097,0.099,0.097,0.099,307803
HVN,20101231,2.94,2.95,2.93,2.94,1322446
IAG,20101231,3.92,3.93,3.88,3.88,1851576
IFN,20101231,0.55,0.55,0.535,0.535,513446
IIN,20101231,2.81,2.9,2.78,2.9,53359
IVC,20101231,7.3,7.32,7.22,7.28,64624
JBH,20101231,17.91,18.03,17.88,17.9,166725
KMD,20101231,1.37,1.38,1.36,1.36,41204
LYC,20101231,2.05,2.07,1.99,2.06,34930453
MLB,20101231,1.91,1.91,1.905,1.905,8888
MQG,20101231,37.45,37.45,37.01,37.01,590016
MYR,20101231,3.55,3.56,3.52,3.55,545534
NAB,20101231,24,24.03,23.7,23.7,2075468
NHF,20101231,1.26,1.315,1.255,1.315,85098
NWS,20101231,16.1,16.1,16.01,16.04,555982
NWSLV,20101231,14.36,14.36,14.25,14.31,23599
OST,20101231,2.62,2.63,2.59,2.59,2346626
OZL,20101231,1.74,1.745,1.72,1.72,3962745
PBG,20101231,0.98,0.985,0.975,0.98,276961
PLB,20101231,0.51,0.51,0.51,0.51,0
PPT,20101231,31.45,31.5,31.2,31.21,67944
PTM,20101231,4.99,5.03,4.99,4.99,55706
QAN,20101231,2.55,2.56,2.54,2.54,3981238
QRN,20101231,2.71,2.75,2.7,2.75,2388743
REA,20101231,12.24,12.34,12.22,12.34,5239
RIO,20101231,85.4,86.05,85.3,85.47,937756
RMD,20101231,3.5,3.54,3.49,3.49,929615
SEK,20101231,6.66,6.73,6.61,6.63,251284
SGH,20101231,2.01,2.01,2.01,2.01,2259
SGT,20101231,2.34,2.36,2.34,2.34,778400
SHL,20101231,11.84,11.84,11.57,11.6,332223
SMX,20101231,6.71,6.72,6.66,6.66,104862
SVW,20101231,8.71,8.8,8.71,8.8,79117
TAH,20101231,7.18,7.18,7.08,7.11,619130
TEL,20101231,1.665,1.665,1.64,1.64,817377
TEN,20101231,1.44,1.45,1.415,1.415,1249446
TLS,20101231,2.78,2.8,2.78,2.79,21465969
TNE,20101231,0.95,0.96,0.95,0.96,23009
TRS,20101231,13.96,13.97,13.81,13.81,32175
TTS,20101231,2.6,2.6,2.58,2.58,931968
TWR,20101231,1.56,1.56,1.55,1.55,5953
VBA,20101231,0.435,0.44,0.43,0.43,2940319
WBC,20101231,22.6,22.62,22.21,22.21,4115900
WDC,20101231,9.7,9.7,9.58,9.58,2446091
WEB,20101231,2.43,2.44,2.41,2.41,4918
WES,20101231,32.26,32.32,32,32,767873
WIG,20101231,0.97,0.97,0.97,0.97,0
WOW,20101231,27.19,27.25,26.97,26.97,1150076
WPL,20101231,42.71,42.75,42.37,42.56,765634
WRT,20101231,2.57,2.58,2.56,2.57,6923651
WTF,20101231,4.99,5.02,4.97,4.98,244478
