AGL,20020415,9.4,9.4,9.32,9.36,476049
ALL,20020415,5.96,5.99,5.91,5.95,1046660
ALU,20020415,1.42,1.43,1.2,1.22,1127634
AMP,20020415,18.5,18.61,18.45,18.61,1803809
ANZ,20020415,18.02,18.29,18.01,18.24,5120200
ASX,20020415,13.42,13.45,13.35,13.45,338563
AUN,20020415,0.205,0.205,0.195,0.195,1279049
AXN,20020415,0.55,0.56,0.55,0.55,269209
BGN,20020415,1,1,0.98,0.98,13749
BHP,20020415,11.49,11.59,11.49,11.59,7792213
BIR,20020415,0.89,0.9,0.88,0.89,4053656
BRZ,20020415,2.42,2.44,2.42,2.44,42621
BTA,20020415,0.57,0.57,0.56,0.56,50067
CBA,20020415,31.3,31.56,31.3,31.56,2634146
CIR,20020415,2.16,2.17,2.14,2.14,20843
CML,20020415,8.16,8.35,8.16,8.33,3741062
CPU,20020415,2.55,2.58,2.54,2.55,1041465
DJS,20020415,1.2,1.22,1.19,1.21,1192180
ECP,20020415,0.405,0.41,0.4,0.405,539434
ERG,20020415,0.245,0.245,0.235,0.24,5530893
ETR,20020415,0.57,0.6,0.57,0.6,62700
FAN,20020415,1.59,1.59,1.5,1.59,14740
FFL,20020415,1.96,2.09,1.96,2,47059
FGL,20020415,4.74,4.78,4.74,4.78,3956535
FOA,20020415,16.08,16.25,15.99,16.11,182589
FXJ,20020415,3.77,3.79,3.72,3.73,3430643
HLY,20020415,4.92,4.92,4.89,4.9,315959
HTA,20020415,0.445,0.445,0.44,0.44,154057
HVN,20020415,3.67,3.71,3.65,3.7,1459104
IAG,20020415,3.26,3.27,3.23,3.25,1397645
KAZ,20020415,0.63,0.67,0.61,0.65,1406801
KYC,20020415,1.29,1.42,1.29,1.42,92698
MAY,20020415,5.1,5.15,5.09,5.15,2931392
MBL,20020415,33.5,33.64,33.22,33.46,300426
MIM,20020415,1.33,1.34,1.32,1.32,1523653
MYO,20020415,0.73,0.73,0.72,0.72,1144153
NAB,20020415,33.15,33.6,33.14,33.6,3569955
NCP,20020415,12.6,12.61,12.31,12.35,4179181
OST,20020415,1.4,1.4,1.35,1.38,1474152
OTT,20020415,0.057,0.058,0.055,0.055,2636243
PBL,20020415,9.93,9.97,9.87,9.95,857661
PWR,20020415,0.225,0.24,0.22,0.23,7089953
PWT,20020415,0.105,0.105,0.1,0.1,1717200
QAN,20020415,4.44,4.44,4.38,4.4,2840854
RMD,20020415,7.33,7.39,7.29,7.31,249532
SEV,20020415,7,7.04,7,7,313123
SFD,20020415,0.355,0.385,0.355,0.355,8500
SGB,20020415,18.41,18.57,18.41,18.5,656460
SGT,20020415,1.62,1.63,1.62,1.63,314086
SHL,20020415,5.7,5.73,5.69,5.7,875518
TAB,20020415,2.8,2.83,2.78,2.82,609420
TAH,20020415,11.55,11.62,11.43,11.44,1363401
TEL,20020415,4.02,4.03,4.01,4.02,151012
TEN,20020415,2.18,2.2,2.17,2.19,1491812
TLO,20020415,0.02,0.02,0.02,0.02,436853
TLS,20020415,5.21,5.23,5.18,5.22,17290173
TNE,20020415,0.73,0.73,0.7,0.7,274774
TQL,20020415,3.31,3.35,3.31,3.33,158694
TWR,20020415,4.15,4.19,4.13,4.19,206923
UEL,20020415,2.09,2.12,2.08,2.12,499837
VHL,20020415,0.485,0.495,0.46,0.46,24470
VTI,20020415,0.3,0.315,0.3,0.305,257012
WBC,20020415,15.43,15.61,15.43,15.55,5495431
WOW,20020415,12.75,12.95,12.71,12.92,2677339
WSF,20020415,16.2,16.44,16.2,16.44,850185
