EX DATE,AMOUNT,FRANKED,FRANKING CREDIT,BOOKS CLOSE,DATE PAYABLE
20080304,0.03,100%,0.013,20080311,20080328
20080915,0.04,100%,0.017,20080919,20081003
20090316,0.01,100%,0.004,20090320,20090403
20090907,0.01,100%,0.004,20090911,20091002
20100412,0.03,100%,0.013,20100416,20100430
20110404,0.02,100%,0.009,20110411,20110427
20140904,0.0275,100%,0.012,20140908,20140918
20150327,0.016,100%,0.007,20150331,20150417
20160316,0.014,100%,0.006,20160317,20160331
