EX DATE,AMOUNT,FRANKED,FRANKING CREDIT,BOOKS CLOSE,DATE PAYABLE,TYPE
23/02/2018,0.04,30%,0.0051,26/02/2018,12/03/2018,Interim
17/08/2018,0.04,70%,0.012,20/08/2018,4/09/2018,Final
20/02/2019,0.02,100%,0.0086,21/02/2019,7/03/2019,Interim
22/08/2019,0.04,100%,0.0171,23/08/2019,10/09/2019,Final
26/02/2020,0.02,100%,0.0086,27/02/2020,13/03/2020,Interim
