Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,5388.600098,5415.000000,5366.399902,5415.000000,5415.000000,0
2015-01-05,5415.000000,5447.600098,5409.399902,5429.500000,5429.500000,0
2015-01-06,5429.500000,5429.500000,5321.500000,5346.200195,5346.200195,0
2015-01-07,5346.200195,5348.899902,5301.200195,5334.500000,5334.500000,0
2015-01-08,5334.500000,5373.399902,5334.500000,5359.399902,5359.399902,0
2015-01-09,5359.399902,5440.100098,5359.399902,5440.100098,5440.100098,0
2015-01-12,5440.100098,5440.100098,5396.299805,5399.500000,5399.500000,0
2015-01-13,5399.500000,5399.500000,5352.299805,5382.100098,5382.100098,0
2015-01-14,5382.100098,5382.700195,5325.600098,5332.200195,5332.200195,0
2015-01-15,5332.200195,5332.200195,5283.899902,5310.600098,5310.600098,0
2015-01-16,5310.600098,5311.799805,5248.500000,5278.799805,5278.799805,0
2015-01-19,5278.799805,5348.899902,5278.799805,5289.000000,5289.000000,0
2015-01-20,5289.000000,5293.299805,5263.500000,5286.799805,5286.799805,0
2015-01-21,5286.799805,5367.399902,5286.799805,5367.399902,5367.399902,0
2015-01-22,5367.399902,5404.200195,5367.399902,5390.500000,5390.500000,0
2015-01-23,5390.500000,5468.200195,5390.500000,5468.200195,5468.200195,0
2015-01-27,5468.200195,5511.500000,5464.100098,5511.500000,5511.500000,0
2015-01-28,5511.500000,5522.200195,5486.600098,5516.600098,5516.600098,0
2015-01-29,5516.600098,5538.100098,5483.000000,5532.200195,5532.200195,0
2015-01-30,5532.200195,5579.399902,5532.200195,5551.600098,5551.600098,0
2015-02-02,5551.600098,5600.000000,5551.600098,5586.500000,5586.500000,0
2015-02-03,5586.500000,5676.100098,5586.500000,5666.200195,5666.200195,0
2015-02-04,5666.200195,5759.200195,5666.200195,5733.700195,5733.700195,0
2015-02-05,5733.700195,5772.299805,5715.200195,5765.500000,5765.500000,0
2015-02-06,5765.500000,5803.000000,5764.799805,5774.700195,5774.700195,0
2015-02-09,5774.700195,5774.700195,5736.600098,5770.100098,5770.100098,0
