360,20200818,3.82,3.85,3.8,3.85,90708
14D,20200818,0.16,0.16,0.155,0.16,179573
1AD,20200818,0.105,0.115,0.1,0.115,1048173
1ADO,20200818,0.018,0.018,0.018,0.018,0
1AG,20200818,0.049,0.05,0.049,0.05,234000
1ST,20200818,0.035,0.035,0.034,0.034,679458
2BE,20200818,0.096,0.099,0.095,0.098,304881
3DA,20200818,0.25,0.28,0.25,0.265,1381779
3DP,20200818,0.295,0.295,0.265,0.265,3790368
3PL,20200818,1.33,1.345,1.33,1.34,1083944
4CE,20200818,0.012,0.012,0.012,0.012,0
4DS,20200818,0.046,0.05,0.046,0.049,6301133
4DX,20200818,1.71,1.735,1.67,1.68,1958889
5GN,20200818,2.05,2.08,1.835,1.87,4839457
88E,20200818,0.005,0.005,0.005,0.005,2386709
8CO,20200818,0.071,0.091,0.071,0.091,2278700
8EC,20200818,0.078,0.078,0.078,0.078,0
8IH,20200818,0.12,0.13,0.12,0.12,25454
8VI,20200818,0.61,0.61,0.61,0.61,6020
9SP,20200818,0.039,0.039,0.035,0.035,16512616
A1G,20200818,0.175,0.18,0.16,0.18,67886
A1M,20200818,0.36,0.38,0.36,0.36,70479
A200,20200818,101.94,102.58,101.65,102.25,64625
A2B,20200818,0.99,0.99,0.962,0.962,24900
A2M,20200818,19.54,19.75,19.45,19.49,3960051
A3D,20200818,0.08,0.084,0.08,0.084,27425
A40,20200818,0.082,0.082,0.082,0.082,0
A4N,20200818,0.22,0.225,0.215,0.215,89647
AAA,20200818,50.08,50.09,50.08,50.09,129891
AAC,20200818,1.035,1.045,1.025,1.04,374788
AAJ,20200818,0.008,0.008,0.007,0.007,22856684
AAP,20200818,0.018,0.018,0.018,0.018,100000
AAR,20200818,0.18,0.18,0.165,0.165,1026292
AASF,20200818,2.7,2.72,2.7,2.72,31889
ABA,20200818,4.7,4.72,4.7,4.7,10158
ABC,20200818,2.39,2.39,2.32,2.35,1968053
ABL,20200818,0.001,0.001,0.001,0.001,0
ABP,20200818,2.63,2.65,2.61,2.63,1500443
ABR,20200818,0.85,0.885,0.82,0.82,1140487
ABV,20200818,0.033,0.033,0.033,0.033,36487
ABW,20200818,0.19,0.19,0.19,0.19,0
ABX,20200818,0.099,0.1,0.094,0.095,343289
AC8,20200818,0.155,0.155,0.15,0.15,687225
ACB,20200818,0.017,0.02,0.017,0.02,2882915
ACDC,20200818,60.54,60.65,60.23,60.41,5141
ACF,20200818,0.3,0.32,0.3,0.32,155788
ACP,20200818,0.01,0.01,0.01,0.01,0
ACQ,20200818,1.155,1.16,1.11,1.13,73712
ACR,20200818,0.165,0.165,0.16,0.16,25758
ACS,20200818,0.012,0.012,0.012,0.012,0
ACU,20200818,0.13,0.13,0.125,0.125,17006
ACW,20200818,0.024,0.026,0.024,0.025,4224309
AD1,20200818,0.048,0.049,0.043,0.044,4007284
AD8,20200818,5.54,5.54,5.34,5.45,224968
ADA,20200818,0.72,0.735,0.68,0.7,334424
ADD,20200818,0.012,0.013,0.012,0.013,1339033
ADDR,20200818,0.001,0.002,0.001,0.002,4792483
ADH,20200818,3.2,3.39,3.18,3.34,2375920
ADI,20200818,2.48,2.5,2.43,2.44,170012
ADN,20200818,0.049,0.05,0.048,0.049,4815329
ADNOB,20200818,0.035,0.037,0.035,0.037,2412580
ADO,20200818,0.053,0.054,0.049,0.051,9360225
ADOO,20200818,0.034,0.034,0.034,0.034,0
ADOOA,20200818,0.034,0.034,0.034,0.034,15000
ADR,20200818,0.028,0.03,0.028,0.03,957769
ADS,20200818,0.026,0.026,0.024,0.024,251796
ADT,20200818,2.8,2.86,2.7,2.75,464621
ADV,20200818,0.016,0.018,0.016,0.018,55267418
ADX,20200818,0.006,0.006,0.006,0.006,0
ADXOB,20200818,0.001,0.001,0.001,0.001,0
ADY,20200818,0.008,0.008,0.008,0.008,0
AEB,20200818,0.009,0.009,0.009,0.009,0
AEE,20200818,0.004,0.004,0.004,0.004,0
AEF,20200818,4.44,4.46,4.29,4.37,504621
AEG,20200818,1.285,1.285,1.265,1.265,158317
AEI,20200818,0.58,0.58,0.557,0.58,498544
AER,20200818,0.099,0.099,0.099,0.099,0
AEV,20200818,0.019,0.019,0.018,0.019,1760976
AFA,20200818,0.06,0.06,0.06,0.06,0
AFG,20200818,1.73,1.73,1.675,1.7,1439792
AFI,20200818,6.29,6.33,6.28,6.28,277567
AFL,20200818,0.33,0.34,0.33,0.33,72210
AFP,20200818,4.32,4.45,4.32,4.45,6529
AFR,20200818,0.021,0.021,0.021,0.021,0
AFT,20200818,0.001,0.001,0.001,0.001,0
AGD,20200818,0.265,0.275,0.26,0.27,301674
AGE,20200818,0.005,0.005,0.005,0.005,6071266
AGG,20200818,8.45,8.62,8.35,8.61,70592
AGH,20200818,0.375,0.375,0.37,0.37,870969
AGI,20200818,0.39,0.395,0.385,0.385,32980
AGJ,20200818,0.03,0.03,0.03,0.03,0
AGL,20200818,15.45,15.51,15.335,15.42,2084633
AGM,20200818,1.66,1.66,1.66,1.66,94774
AGR,20200818,0.043,0.043,0.043,0.043,20000
AGRO,20200818,0.009,0.009,0.009,0.009,100000
AGS,20200818,0.2,0.2,0.2,0.2,1858
AGVT,20200818,52.29,52.29,52.29,52.29,2
AGX1,20200818,5.22,5.22,5.22,5.22,507
AGY,20200818,0.053,0.055,0.053,0.055,232445
AGYO,20200818,0.017,0.017,0.017,0.017,0
AHF,20200818,0.069,0.08,0.069,0.075,1121515
AHK,20200818,0.034,0.034,0.034,0.034,0
AHL,20200818,0.006,0.006,0.006,0.006,495371
AHN,20200818,0.02,0.02,0.02,0.02,0
AHQ,20200818,0.069,0.069,0.069,0.069,497999
AHX,20200818,0.505,0.505,0.505,0.505,7304
AHY,20200818,0.99,1.05,0.975,1.04,1045650
AIA,20200818,5.7,5.74,5.65,5.73,518982
AIB,20200818,0.055,0.055,0.055,0.055,0
AIQ,20200818,0.11,0.11,0.11,0.11,0
AIR,20200818,0.86,0.86,0.86,0.86,0
AIS,20200818,0.058,0.06,0.057,0.058,7240337
AIV,20200818,0.08,0.12,0.08,0.12,59983
AIY,20200818,0.03,0.03,0.03,0.03,0
