360,20200217,3.33,3.34,3.25,3.26,66797
14D,20200217,0.185,0.185,0.18,0.18,45000
1AD,20200217,0.09,0.09,0.085,0.085,185974
1ST,20200217,0.056,0.06,0.055,0.058,604361
2BE,20200217,0.12,0.12,0.1,0.1,90039
3DA,20200217,0.28,0.28,0.26,0.26,558178
3DP,20200217,0.045,0.046,0.045,0.045,225170
3PL,20200217,0.825,0.85,0.82,0.82,28192
4DS,20200217,0.062,0.063,0.06,0.06,3263479
5GN,20200217,0.98,1.08,0.975,1.08,1687665
88E,20200217,0.024,0.024,0.023,0.023,2793920
8EC,20200217,0.079,0.079,0.079,0.079,11223
9SP,20200217,0.024,0.024,0.022,0.023,9559927
A1M,20200217,0.325,0.325,0.325,0.325,5000
A2B,20200217,1.45,1.45,1.41,1.41,48470
A2M,20200217,15.26,15.8,15.22,15.72,4350405
A3D,20200217,0.16,0.165,0.16,0.165,11844
A4N,20200217,0.24,0.24,0.23,0.235,714997
AAA,20200217,50.09,50.1,50.09,50.1,67989
AAC,20200217,1.29,1.29,1.265,1.265,385993
AAJ,20200217,0.002,0.002,0.002,0.002,26075
AAR,20200217,0.11,0.12,0.11,0.115,632578
ABA,20200217,6.3,6.37,6.3,6.3,13571
ABC,20200217,3.19,3.25,3.18,3.24,2031519
ABP,20200217,3.84,3.95,3.84,3.93,1665978
ABT,20200217,0.025,0.028,0.025,0.028,83797
ABV,20200217,0.036,0.036,0.036,0.036,134187
ABX,20200217,0.11,0.11,0.11,0.11,96522
AC8,20200217,0.27,0.272,0.265,0.27,123284
ACF,20200217,0.34,0.34,0.335,0.34,140555
ACQ,20200217,1.22,1.22,1.215,1.215,66000
ACR,20200217,0.17,0.175,0.17,0.17,107537
ACU,20200217,0.135,0.14,0.135,0.14,29000
ACW,20200217,0.031,0.031,0.031,0.031,379200
AD1,20200217,0.012,0.013,0.012,0.012,136685
AD8,20200217,8.27,8.27,8.16,8.25,124360
ADA,20200217,0.62,0.625,0.6,0.625,86044
ADD,20200217,0.032,0.032,0.032,0.032,36000
ADH,20200217,2.55,2.6,2.45,2.48,950917
ADI,20200217,3.1,3.11,3.09,3.1,184502
ADJ,20200217,0.027,0.027,0.026,0.027,1036760
ADN,20200217,0.044,0.044,0.043,0.043,4124047
ADO,20200217,0.03,0.03,0.028,0.029,2069844
ADR,20200217,0.033,0.033,0.031,0.031,1139871
ADT,20200217,1.71,1.845,1.71,1.8,219943
ADV,20200217,0.003,0.004,0.003,0.004,160000
ADY,20200217,0.005,0.005,0.005,0.005,10000
AEE,20200217,0.005,0.005,0.005,0.005,5350000
AEF,20200217,5.2,5.23,5.01,5.07,108321
AEG,20200217,1.22,1.23,1.2,1.225,221772
AEI,20200217,0.475,0.53,0.475,0.51,1308077
AEV,20200217,0.011,0.011,0.01,0.01,227956
AFG,20200217,2.7,2.785,2.7,2.73,171854
AFI,20200217,7.15,7.16,7.08,7.09,349981
AFR,20200217,0.032,0.038,0.032,0.038,129758
AGD,20200217,0.098,0.1,0.098,0.1,102617
AGG,20200217,5.85,5.92,5.8,5.88,7520
AGH,20200217,0.37,0.37,0.36,0.37,874844
AGI,20200217,0.66,0.665,0.66,0.66,40591
AGL,20200217,20.65,20.89,20.64,20.89,1630606
AGM,20200217,2.07,2.07,2.07,2.07,55685
AGR,20200217,0.095,0.097,0.095,0.097,17500
AGY,20200217,0.075,0.076,0.073,0.074,441098
AHF,20200217,0.088,0.09,0.087,0.089,72729
AHQ,20200217,0.12,0.125,0.115,0.125,450063
AHX,20200217,0.47,0.6,0.47,0.54,233582
AHY,20200217,1.095,1.1,1.08,1.085,168685
AHZ,20200217,0.074,0.075,0.072,0.072,470473
AIA,20200217,8.04,8.06,8,8.04,87259
AIB,20200217,0.099,0.099,0.098,0.098,3000
AIQ,20200217,0.1,0.1,0.1,0.1,1000
AIS,20200217,0.063,0.067,0.063,0.063,620967
AIV,20200217,0.18,0.18,0.18,0.18,6015
AIZ,20200217,2.65,2.71,2.64,2.68,109489
AJQ,20200217,0.058,0.058,0.058,0.058,22500
AJX,20200217,0.06,0.06,0.06,0.06,200883
AKG,20200217,0.5,0.5,0.49,0.49,25540
AKM,20200217,0.105,0.11,0.105,0.105,161840
AKP,20200217,14.49,14.51,14,14,4481
AL8,20200217,0.018,0.018,0.018,0.018,164000
ALC,20200217,0.23,0.23,0.215,0.22,3034217
ALF,20200217,0.975,0.975,0.97,0.97,581672
ALG,20200217,1.415,1.415,1.37,1.37,606438
ALI,20200217,2.72,2.77,2.68,2.77,547426
ALK,20200217,0.995,0.995,0.93,0.93,2728489
ALL,20200217,37.06,37.2,36.98,37.05,487029
ALQ,20200217,9.71,9.83,9.62,9.75,514103
ALT,20200217,0.002,0.003,0.002,0.003,850000
ALU,20200217,42.19,42.76,41.85,42.63,452212
ALX,20200217,8.45,8.51,8.415,8.45,1092064
ALY,20200217,0.01,0.01,0.01,0.01,1000000
AMA,20200217,0.885,0.895,0.855,0.86,1002078
AMC,20200217,15.17,15.28,15.08,15.22,3835463
AMD,20200217,0.007,0.007,0.007,0.007,1665521
AME,20200217,0.034,0.034,0.033,0.033,59714
AMG,20200217,0.055,0.055,0.049,0.05,1124692
AMH,20200217,0.995,0.995,0.985,0.995,161953
AMI,20200217,0.415,0.42,0.41,0.41,1540459
AML,20200217,0.14,0.14,0.13,0.135,462199
AMN,20200217,0.43,0.44,0.43,0.43,59585
AMP,20200217,1.825,1.895,1.81,1.89,13734321
AMS,20200217,1.25,1.265,1.22,1.235,465383
AMX,20200217,2.57,2.57,2.41,2.47,77193
ANA,20200217,0.011,0.012,0.011,0.011,744775
ANG,20200217,0.19,0.19,0.19,0.19,42907
ANL,20200217,0.002,0.002,0.002,0.002,50000
ANN,20200217,32.4,32.58,32.07,32.35,363203
ANO,20200217,6.28,6.5,6.28,6.41,10737
ANP,20200217,0.074,0.074,0.071,0.071,838257
ANR,20200217,0.25,0.255,0.23,0.25,61156
ANW,20200217,0.001,0.001,0.001,0.001,4000000
ANZ,20200217,26.63,26.7,26.41,26.58,3209998
AO1,20200217,0.006,0.006,0.006,0.006,888638
AOF,20200217,2.99,3,2.99,2.99,133833
AON,20200217,0.025,0.025,0.025,0.025,208007
AOP,20200217,0.24,0.24,0.235,0.235,66403
APA,20200217,11.47,11.49,11.375,11.39,503467
APC,20200217,0.097,0.097,0.097,0.097,4274
APD,20200217,0.7,0.7,0.685,0.695,312086
APE,20200217,9.06,9.19,8.89,9,663773
APH,20200217,0.13,0.13,0.13,0.13,69828
API,20200217,1.285,1.287,1.27,1.275,343615
APL,20200217,1.025,1.03,1.02,1.03,844452
APT,20200217,38.71,39.87,38.63,39.52,3134249
APV,20200217,0.23,0.23,0.21,0.22,138656
APX,20200217,26.67,27.18,26.65,27.18,576097
APZ,20200217,1.17,1.17,1.17,1.17,5000
AQC,20200217,0.2,0.2,0.2,0.2,2500
AQG,20200217,6.99,7.03,6.92,6.94,35809
AQI,20200217,0.075,0.078,0.071,0.071,104430
AQR,20200217,3.83,3.88,3.83,3.88,60488
AQZ,20200217,2.66,2.67,2.65,2.66,131020
AR9,20200217,0.115,0.115,0.115,0.115,16000
ARB,20200217,20.51,20.64,20.4,20.46,82889
ARC,20200217,0.3,0.3,0.3,0.3,188
ARD,20200217,0.018,0.018,0.016,0.016,509500
ARE,20200217,0.005,0.005,0.005,0.005,64840
ARF,20200217,3.29,3.32,3.23,3.29,400325
ARG,20200217,8.9,8.9,8.85,8.88,195807
ARL,20200217,0.49,0.505,0.49,0.5,130622
ARN,20200217,0.205,0.205,0.2,0.2,257967
ARQ,20200217,0.25,0.255,0.235,0.245,575507
ARS,20200217,0.022,0.024,0.021,0.021,8223563
ARU,20200217,0.073,0.074,0.073,0.073,425090
ARV,20200217,0.032,0.034,0.031,0.031,4833175
AS1,20200217,0.16,0.165,0.16,0.165,45600
ASB,20200217,4.05,4.05,3.94,3.96,2335718
ASG,20200217,1.65,1.662,1.65,1.655,46891
ASH,20200217,0.45,0.452,0.445,0.445,95094
ASN,20200217,0.032,0.033,0.031,0.031,281664
ASP,20200217,0.011,0.011,0.011,0.011,200000
AST,20200217,1.745,1.75,1.73,1.74,3033592
ASX,20200217,82.57,83.08,81.67,82.4,272893
ATC,20200217,0.082,0.082,0.081,0.081,343995
ATL,20200217,0.315,0.315,0.31,0.31,161732
ATP,20200217,0.008,0.008,0.008,0.008,285333
ATS,20200217,0.07,0.07,0.067,0.069,171174
ATU,20200217,0.32,0.33,0.32,0.325,461687
ATX,20200217,0.097,0.1,0.097,0.1,103200
AU1,20200217,0.052,0.052,0.051,0.051,40793
AU8,20200217,0.078,0.078,0.077,0.077,502399
AUB,20200217,12.99,13.71,12.89,13.08,779898
AUC,20200217,0.017,0.017,0.017,0.017,400000
AUH,20200217,0.003,0.003,0.003,0.003,1389400
AUI,20200217,10.28,10.28,10.2,10.25,8284
AUP,20200217,2.9,2.9,2.86,2.86,669
AUR,20200217,0.018,0.019,0.018,0.019,310000
AUT,20200217,0.026,0.032,0.026,0.032,33254206
AUZ,20200217,0.015,0.015,0.014,0.014,1917489
AV1,20200217,0.23,0.23,0.22,0.22,138277
AVA,20200217,0.15,0.15,0.15,0.15,50000
AVC,20200217,0.24,0.24,0.24,0.24,44
AVE,20200217,0.003,0.003,0.003,0.003,600000
AVG,20200217,0.465,0.47,0.45,0.455,194941
AVH,20200217,0.83,0.85,0.82,0.845,10091707
AVJ,20200217,0.61,0.62,0.61,0.615,20537
AVL,20200217,0.013,0.013,0.012,0.012,3798219
AVN,20200217,2.88,2.88,2.83,2.88,3240931
AWC,20200217,2.2,2.23,2.18,2.21,12348364
AWN,20200217,0.11,0.11,0.11,0.11,48932
AWV,20200217,0.009,0.011,0.008,0.011,166281
AWY,20200217,0.034,0.034,0.034,0.034,14285
AX1,20200217,1.92,1.92,1.88,1.9,535223
AX8,20200217,0.028,0.028,0.027,0.027,80000
AXE,20200217,0.195,0.2,0.185,0.19,962566
AYF,20200217,5.78,5.85,5.78,5.85,2488
AYM,20200217,0.002,0.002,0.002,0.002,22282
AYS,20200217,0.35,0.365,0.32,0.32,152516
AZJ,20200217,5.49,5.51,5.45,5.49,25137763
AZS,20200217,0.13,0.13,0.125,0.13,310593
AZV,20200217,0.1,0.105,0.098,0.105,134843
AZY,20200217,0.012,0.013,0.012,0.013,713850
BAF,20200217,0.87,0.885,0.87,0.885,238471
BAP,20200217,6.74,6.75,6.66,6.66,964694
BAR,20200217,0.018,0.018,0.018,0.018,14275
BBL,20200217,0.48,0.48,0.48,0.48,2083
